Problem,Token,POS,Shape,Tag
1884,Earth,PROPN,Xxxxx,O
1884,hours,NOUN,xxxx,O
1884,.,PUNCT,.,O
1884,If,ADP,Xx,O
1884,it,PRON,xx,O
1884,turns,VERB,xxxx,O
1884,at,ADP,xx,O
1884,a,DET,x,O
1884,constant,ADJ,xxxx,O
1884,rate,NOUN,xxxx,O
1884,",",PUNCT,",",O
1884,through,ADP,xxxx,O
1884,how,ADV,xxx,O
1884,many,ADJ,xxxx,O
1884,degrees,NOUN,xxxx,O
1884,does,VERB,xxxx,O
1884,any,DET,xxx,O
1884,point,NOUN,xxxx,O
1884,on,ADP,xx,O
1884,Caleb,PROPN,Xxxxx,O
1884,",",PUNCT,",",O
1884,except,ADP,xxxx,O
1884,the,DET,xxx,O
1884,poles,NOUN,xxxx,O
1884,",",PUNCT,",",O
1884,rotate,VERB,xxxx,O
1884,from,ADP,xxxx,O
1884,9,NUM,d,O
1884,am,VERB,xx,O
1884,January,PROPN,Xxxxx,O
1884,14th,NUM,ddxx,O
1884,to,ADP,xx,O
1884,9,NUM,d,O
1884,pm,NOUN,xx,O
1884,January,PROPN,Xxxxx,O
1884,17th,NOUN,ddxx,O
1884,?,PUNCT,?,O
1885,The,DET,Xxx,O
1885,table,NOUN,xxxx,O
1885,above,ADV,xxxx,O
1885,shows,VERB,xxxx,O
1885,some,DET,xxxx,O
1885,values,NOUN,xxxx,O
1885,for,ADP,xxx,O
1885,the,DET,xxx,O
1885,function,NOUN,xxxx,O
1885,f,X,x,B-e_1
1885,.,PUNCT,.,O
1885,If,ADP,Xx,O
1885,f,X,x,B-e_1
1885,is,VERB,xx,O
1885,a,DET,x,O
1885,linear,ADJ,xxxx,O
1885,function,NOUN,xxxx,O
1885,",",PUNCT,",",O
1885,what,NOUN,xxxx,O
1885,is,VERB,xx,O
1885,the,DET,xxx,O
1885,value,NOUN,xxxx,O
1885,of,ADP,xx,O
1885,a,DET,x,B-e_1
1885,+,SYM,+,I-e_1
1885,b,NOUN,x,I-e_1
1885,?,PUNCT,?,O
1886,If,ADP,Xx,O
1886,x^-2/3,PROPN,x^-d/d,B-e_1
1886,=,SYM,=,I-e_1
1886,1/36,NUM,d/dd,I-e_1
1886,",",PUNCT,",",O
1886,then,ADV,xxxx,O
1886,what,NOUN,xxxx,O
1886,does,VERB,xxxx,O
1886,x,PUNCT,x,B-e_1
1886,equal,VERB,xxxx,O
1886,?,PUNCT,?,O
1887,In,ADP,Xx,O
1887,the,DET,xxx,O
1887,rectangle,NOUN,xxxx,O
1887,ABCD,VERB,XXXX,B-e_1
1887,above,ADV,xxxx,O
1887,",",PUNCT,",",O
1887,the,DET,xxx,O
1887,area,NOUN,xxxx,O
1887,of,ADP,xx,O
1887,the,DET,xxx,O
1887,shaded,VERB,xxxx,O
1887,region,NOUN,xxxx,O
1887,is,VERB,xx,O
1887,given,VERB,xxxx,O
1887,by,ADP,xx,O
1887,π,NOUN,x,B-e_1
1887,l,NOUN,x,I-e_1
1887,w/5,NOUN,x/d,I-e_1
1887,.,PUNCT,.,O
1887,If,ADP,Xx,O
1887,the,DET,xxx,O
1887,area,NOUN,xxxx,O
1887,of,ADP,xx,O
1887,the,DET,xxx,O
1887,shaded,VERB,xxxx,O
1887,region,NOUN,xxxx,O
1887,is,VERB,xx,O
1887,8π,NUM,dx,B-e_1
1887,",",PUNCT,",",O
1887,what,NOUN,xxxx,O
1887,is,VERB,xx,O
1887,the,DET,xxx,O
1887,total,ADJ,xxxx,O
1887,area,NOUN,xxxx,O
1887,",",PUNCT,",",O
1887,to,ADP,xx,O
1887,the,DET,xxx,O
1887,nearest,ADJ,xxxx,O
1887,whole,ADJ,xxxx,O
1887,number,NOUN,xxxx,O
1887,",",PUNCT,",",O
1887,of,ADP,xx,O
1887,the,DET,xxx,O
1887,unshaded,ADJ,xxxx,O
1887,regions,NOUN,xxxx,O
1887,of,ADP,xx,O
1887,the,DET,xxx,O
1887,rectangle,NOUN,xxxx,O
1887,ABCD,VERB,XXXX,B-e_1
1887,?,PUNCT,?,O
1888,If,ADP,Xx,O
1888,the,DET,xxx,O
1888,difference,NOUN,xxxx,O
1888,of,ADP,xx,O
1888,two,NUM,xxx,O
1888,numbers,NOUN,xxxx,O
1888,is,VERB,xx,O
1888,greater,ADJ,xxxx,O
1888,than,ADP,xxxx,O
1888,the,DET,xxx,O
1888,sum,NOUN,xxx,O
1888,of,ADP,xx,O
1888,the,DET,xxx,O
1888,numbers,NOUN,xxxx,O
1888,",",PUNCT,",",O
1888,which,ADJ,xxxx,O
1888,of,ADP,xx,O
1888,the,DET,xxx,O
1888,following,VERB,xxxx,O
1888,must,VERB,xxxx,O
1888,be,VERB,xx,O
1888,true,ADJ,xxxx,O
1888,?,PUNCT,?,O
1889,In,ADP,Xx,O
1889,figure,NOUN,xxxx,O
1889,above,ADV,xxxx,O
1889,",",PUNCT,",",O
1889,a,DET,x,O
1889,circle,NOUN,xxxx,O
1889,of,ADP,xx,O
1889,radius,NOUN,xxxx,O
1889,r,NOUN,x,B-e_1
1889,is,VERB,xx,O
1889,surrounded,VERB,xxxx,O
1889,by,ADP,xx,O
1889,four,NUM,xxxx,O
1889,circles,NOUN,xxxx,O
1889,of,ADP,xx,O
1889,radius,NOUN,xxxx,O
1889,5,NUM,d,B-e_1
1889,.,PUNCT,.,O
1889,What,NOUN,Xxxx,O
1889,is,VERB,xx,O
1889,the,DET,xxx,O
1889,value,NOUN,xxxx,O
1889,of,ADP,xx,O
1889,r,NOUN,x,B-e_1
1889,?,PUNCT,?,O
1890,If,ADP,Xx,O
1890,pipe,NOUN,xxxx,O
1890,F,NOUN,X,B-e_1
1890,can,VERB,xxx,O
1890,fill,VERB,xxxx,O
1890,a,DET,x,O
1890,certain,ADJ,xxxx,O
1890,water,NOUN,xxxx,O
1890,-,PUNCT,-,O
1890,tank,NOUN,xxxx,O
1890,in,ADP,xx,O
1890,3,NUM,d,B-e_1
1890,hours,NOUN,xxxx,O
1890,and,CCONJ,xxx,O
1890,pipe,NOUN,xxxx,O
1890,E,NOUN,X,B-e_1
1890,can,VERB,xxx,O
1890,empty,VERB,xxxx,O
1890,it,PRON,xx,O
1890,in,ADP,xx,O
1890,4,NUM,d,B-e_1
1890,hours,NOUN,xxxx,O
1890,how,ADV,xxx,O
1890,ling,ADJ,xxxx,O
1890,will,VERB,xxxx,O
1890,it,PRON,xx,O
1890,take,VERB,xxxx,O
1890,to,PART,xx,O
1890,fill,VERB,xxxx,O
1890,the,DET,xxx,O
1890,tank,NOUN,xxxx,O
1890,when,ADV,xxxx,O
1890,both,DET,xxxx,O
1890,pipes,NOUN,xxxx,O
1890,are,VERB,xxx,O
1890,open,ADJ,xxxx,O
1890,?,PUNCT,?,O
1891,The,DET,Xxx,O
1891,average,ADJ,xxxx,O
1891,(,PUNCT,(,O
1891,arithmetic,ADJ,xxxx,O
1891,mean,NOUN,xxxx,O
1891,),PUNCT,),O
1891,of,ADP,xx,O
1891,three,NUM,xxxx,O
1891,consecutive,ADJ,xxxx,O
1891,even,ADV,xxxx,O
1891,integers,NOUN,xxxx,O
1891,a,DET,x,B-e_1
1891,",",PUNCT,",",O
1891,b,NOUN,x,B-e_1
1891,",",PUNCT,",",O
1891,and,CCONJ,xxx,O
1891,c,NOUN,x,B-e_1
1891,is,VERB,xx,O
1891,8,NUM,d,B-e_1
1891,.,PUNCT,.,O
1891,What,NOUN,Xxxx,O
1891,is,VERB,xx,O
1891,the,DET,xxx,O
1891,median,NOUN,xxxx,O
1891,of,ADP,xx,O
1891,a,DET,x,B-e_1
1891,",",PUNCT,",",O
1891,b,NOUN,x,B-e_1
1891,",",PUNCT,",",O
1891,c,NOUN,x,B-e_1
1891,",",PUNCT,",",O
1891,and,CCONJ,xxx,O
1891,20,NUM,dd,B-e_1
1891,?,PUNCT,?,O
1892,What,NOUN,Xxxx,O
1892,is,VERB,xx,O
1892,the,DET,xxx,O
1892,area,NOUN,xxxx,O
1892,of,ADP,xx,O
1892,the,DET,xxx,O
1892,figure,NOUN,xxxx,O
1892,above,ADV,xxxx,O
1892,?,PUNCT,?,O
1893,A,DET,X,O
1893,coastal,ADJ,xxxx,O
1893,geologist,ADJ,xxxx,O
1893,estimates,VERB,xxxx,O
1893,that,ADP,xxxx,O
1893,a,DET,x,O
1893,certain,ADJ,xxxx,O
1893,country,NOUN,xxxx,O
1893,'s,PART,'x,O
1893,beaches,NOUN,xxxx,O
1893,are,VERB,xxx,O
1893,eroding,VERB,xxxx,O
1893,at,ADP,xx,O
1893,a,DET,x,O
1893,rate,NOUN,xxxx,O
1893,of,ADP,xx,O
1893,1.5,NUM,d.d,B-e_1
1893,feet,NOUN,xxxx,O
1893,per,ADP,xxx,O
1893,year,NOUN,xxxx,O
1893,.,PUNCT,.,O
1893,According,VERB,Xxxxx,O
1893,to,ADP,xx,O
1893,the,DET,xxx,O
1893,geologist,NOUN,xxxx,O
1893,'s,PART,'x,O
1893,estimate,NOUN,xxxx,O
1893,",",PUNCT,",",O
1893,how,ADV,xxx,O
1893,long,ADV,xxxx,O
1893,will,VERB,xxxx,O
1893,it,PRON,xx,O
1893,take,VERB,xxxx,O
1893,",",PUNCT,",",O
1893,in,ADP,xx,O
1893,years,NOUN,xxxx,O
1893,",",PUNCT,",",O
1893,for,ADP,xxx,O
1893,the,DET,xxx,O
1893,country,NOUN,xxxx,O
1893,'s,PART,'x,O
1893,beaches,NOUN,xxxx,O
1893,to,PART,xx,O
1893,erode,VERB,xxxx,O
1893,by,ADP,xx,O
1893,21,NUM,dd,B-e_1
1893,feet,NOUN,xxxx,O
1893,?,PUNCT,?,O
1894,In,ADP,Xx,O
1894,the,DET,xxx,O
1894,figure,NOUN,xxxx,O
1894,above,ADV,xxxx,O
1894,",",PUNCT,",",O
1894,all,DET,xxx,O
1894,of,ADP,xx,O
1894,the,DET,xxx,O
1894,line,NOUN,xxxx,O
1894,segments,NOUN,xxxx,O
1894,meet,VERB,xxxx,O
1894,to,PART,xx,O
1894,form,VERB,xxxx,O
1894,right,ADJ,xxxx,O
1894,angles,NOUN,xxxx,O
1894,.,PUNCT,.,O
1894,What,NOUN,Xxxx,O
1894,is,VERB,xx,O
1894,the,DET,xxx,O
1894,perimeter,NOUN,xxxx,O
1894,of,ADP,xx,O
1894,the,DET,xxx,O
1894,figure,NOUN,xxxx,O
1894,?,PUNCT,?,O
1894,?,PUNCT,?,O
1895,A,DET,X,O
1895,landscaper,ADJ,xxxx,O
1895,plants,NOUN,xxxx,O
1895,flowers,NOUN,xxxx,O
1895,in,ADP,xx,O
1895,a,DET,x,O
1895,30-foot,NUM,dd-xxxx,B-e_1
1895,flower,NOUN,xxxx,O
1895,bed,NOUN,xxx,O
1895,as,ADP,xx,O
1895,represented,VERB,xxxx,O
1895,by,ADP,xx,O
1895,the,DET,xxx,O
1895,figure,NOUN,xxxx,O
1895,above,ADV,xxxx,O
1895,.,PUNCT,.,O
1895,If,ADP,Xx,O
1895,a,DET,x,O
1895,flower,NOUN,xxxx,O
1895,is,VERB,xx,O
1895,planted,VERB,xxxx,O
1895,al,PROPN,xx,O
1895,each,DET,xxxx,O
1895,end,NOUN,xxx,O
1895,and,CCONJ,xxx,O
1895,also,ADV,xxxx,O
1895,planted,VERB,xxxx,O
1895,every,DET,xxxx,O
1895,3,NUM,d,B-e_1
1895,feet,NOUN,xxxx,O
1895,along,ADP,xxxx,O
1895,the,DET,xxx,O
1895,flower,NOUN,xxxx,O
1895,bed,NOUN,xxx,O
1895,",",PUNCT,",",O
1895,how,ADV,xxx,O
1895,many,ADJ,xxxx,O
1895,flowers,NOUN,xxxx,O
1895,will,VERB,xxxx,O
1895,the,DET,xxx,O
1895,farmer,NOUN,xxxx,O
1895,plant,NOUN,xxxx,O
1895,altogether,ADV,xxxx,O
1895,in,ADP,xx,O
1895,the,DET,xxx,O
1895,flower,NOUN,xxxx,O
1895,bed,NOUN,xxx,O
1895,?,PUNCT,?,O
1896,A,DET,X,O
1896,gas,NOUN,xxx,O
1896,tank,NOUN,xxxx,O
1896,with,ADP,xxxx,O
1896,a,DET,x,O
1896,capacity,NOUN,xxxx,O
1896,of,ADP,xx,O
1896,g,NOUN,x,B-e_1
1896,gallons,NOUN,xxxx,O
1896,is,VERB,xx,O
1896,empty,ADJ,xxxx,O
1896,.,PUNCT,.,O
1896,A,DET,X,O
1896,pump,NOUN,xxxx,O
1896,can,VERB,xxx,O
1896,deliver,VERB,xxxx,O
1896,h,NOUN,x,B-e_1
1896,gallons,NOUN,xxxx,O
1896,of,ADP,xx,O
1896,gas,NOUN,xxx,O
1896,every,DET,xxxx,O
1896,t,NOUN,x,B-e_1
1896,seconds,NOUN,xxxx,O
1896,.,PUNCT,.,O
1896,In,ADP,Xx,O
1896,terms,NOUN,xxxx,O
1896,of,ADP,xx,O
1896,g,NOUN,x,B-e_1
1896,",",PUNCT,",",O
1896,h,NOUN,x,B-e_1
1896,and,CCONJ,xxx,O
1896,t,NOUN,x,B-e_1
1896,",",PUNCT,",",O
1896,how,ADV,xxx,O
1896,many,ADJ,xxxx,O
1896,seconds,NOUN,xxxx,O
1896,will,VERB,xxxx,O
1896,it,PRON,xx,O
1896,take,VERB,xxxx,O
1896,this,DET,xxxx,O
1896,pump,NOUN,xxxx,O
1896,to,PART,xx,O
1896,fill,VERB,xxxx,O
1896,the,DET,xxx,O
1896,tank,NOUN,xxxx,O
1896,?,PUNCT,?,O
1897,In,ADP,Xx,O
1897,the,DET,xxx,O
1897,figure,NOUN,xxxx,O
1897,above,ADV,xxxx,O
1897,",",PUNCT,",",O
1897,b,PUNCT,x,B-e_1
1897,=,PUNCT,=,I-e_1
1897,a,DET,x,I-e_1
1897,+,SYM,+,I-e_1
1897,10,NUM,dd,I-e_1
1897,and,CCONJ,xxx,O
1897,c,NOUN,x,B-e_1
1897,<,X,<,I-e_1
1897,20,NUM,dd,I-e_1
1897,.,PUNCT,.,O
1897,Which,ADJ,Xxxxx,O
1897,of,ADP,xx,O
1897,the,DET,xxx,O
1897,following,VERB,xxxx,O
1897,could,VERB,xxxx,O
1897,be,VERB,xx,O
1897,a,DET,x,O
1897,value,NOUN,xxxx,O
1897,of,ADP,xx,O
1897,a,DET,x,B-e_1
1897,?,PUNCT,?,O
1898,In,ADP,Xx,O
1898,the,DET,xxx,O
1898,figure,NOUN,xxxx,O
1898,above,ADV,xxxx,O
1898,",",PUNCT,",",O
1898,lines,VERB,xxxx,O
1898,k,X,x,B-e_1
1898,and,CCONJ,xxx,O
1898,ℓ,NOUN,x,B-e_1
1898,are,VERB,xxx,O
1898,parallel,ADJ,xxxx,O
1898,",",PUNCT,",",O
1898,and,CCONJ,xxx,O
1898,line,VERB,xxxx,O
1898,k,X,x,B-e_1
1898,passes,VERB,xxxx,O
1898,through,ADP,xxxx,O
1898,D,NOUN,X,B-e_1
1898,",",PUNCT,",",O
1898,one,NUM,xxx,O
1898,of,ADP,xx,O
1898,the,DET,xxx,O
1898,comers,NOUN,xxxx,O
1898,of,ADP,xx,O
1898,square,ADJ,xxxx,O
1898,ABCD,PROPN,XXXX,B-e_1
1898,.,PUNCT,.,O
1898,What,NOUN,Xxxx,O
1898,is,VERB,xx,O
1898,the,DET,xxx,O
1898,value,NOUN,xxxx,O
1898,of,ADP,xx,O
1898,w,DET,x,B-e_1
1898,?,PUNCT,?,O
1899,If,ADP,Xx,O
1899,p,X,x,B-e_1
1899,+,SYM,+,I-e_1
1899,q,NOUN,x,I-e_1
1899,/,SYM,/,I-e_1
1899,s,NOUN,x,I-e_1
1899,=,SYM,=,I-e_1
1899,9,NUM,d,I-e_1
1899,",",PUNCT,",",O
1899,q,PUNCT,x,B-e_1
1899,/,SYM,/,I-e_1
1899,p,NOUN,x,I-e_1
1899,=,SYM,=,I-e_1
1899,4,NUM,d,I-e_1
1899,",",PUNCT,",",O
1899,and,CCONJ,xxx,O
1899,√(q,PROPN,√(x,B-e_1
1899,),PUNCT,),I-e_1
1899,=,SYM,=,I-e_1
1899,6,NUM,d,I-e_1
1899,",",PUNCT,",",O
1899,what,NOUN,xxxx,O
1899,is,VERB,xx,O
1899,the,DET,xxx,O
1899,value,NOUN,xxxx,O
1899,of,ADP,xx,O
1899,s,PRON,x,B-e_1
1899,?,PUNCT,?,O
1900,In,ADP,Xx,O
1900,the,DET,xxx,O
1900,figure,NOUN,xxxx,O
1900,above,ADV,xxxx,O
1900,",",PUNCT,",",O
1900,what,NOUN,xxxx,O
1900,is,VERB,xx,O
1900,the,DET,xxx,O
1900,perimeter,NOUN,xxxx,O
1900,of,ADP,xx,O
1900,pentagon,NOUN,xxxx,O
1900,ABCDE,PROPN,XXXX,B-e_1
1900,",",PUNCT,",",O
1900,formed,VERB,xxxx,O
1900,by,ADP,xx,O
1900,right,ADJ,xxxx,O
1900,triangle,NOUN,xxxx,O
1900,EAB,PROPN,XXX,B-e_1
1900,and,CCONJ,xxx,O
1900,square,ADJ,xxxx,O
1900,BCDE,NOUN,XXXX,B-e_1
1900,?,PUNCT,?,O
1901,If,ADP,Xx,O
1901,a^3,ADJ,x^d,B-e_1
1901,-,PUNCT,-,I-e_1
1901,b,NOUN,x,I-e_1
1901,=,SYM,=,I-e_1
1901,a^3,NUM,x^d,I-e_1
1901,-,SYM,-,I-e_1
1901,5,NUM,d,I-e_1
1901,",",PUNCT,",",O
1901,then,ADV,xxxx,O
1901,b,NOUN,x,B-e_1
1901,=,PUNCT,=,O
1902,If,ADP,Xx,O
1902,3,NUM,d,B-e_1
1902,/,SYM,/,I-e_1
1902,2x,NUM,dx,I-e_1
1902,-,SYM,-,I-e_1
1902,4,NUM,d,I-e_1
1902,=,SYM,=,I-e_1
1902,3,NUM,d,I-e_1
1902,/,SYM,/,I-e_1
1902,x,SYM,x,I-e_1
1902,",",PUNCT,",",O
1902,what,NOUN,xxxx,O
1902,is,VERB,xx,O
1902,the,DET,xxx,O
1902,value,NOUN,xxxx,O
1902,of,ADP,xx,O
1902,x,PUNCT,x,B-e_1
1902,?,PUNCT,?,O
1903,In,ADP,Xx,O
1903,the,DET,xxx,O
1903,number,NOUN,xxxx,O
1903,line,NOUN,xxxx,O
1903,above,ADV,xxxx,O
1903,",",PUNCT,",",O
1903,if,ADP,xx,O
1903,segment,NOUN,xxxx,O
1903,AD,NOUN,XX,B-e_1
1903,is,VERB,xx,O
1903,divided,VERB,xxxx,O
1903,into,ADP,xxxx,O
1903,3,NUM,d,B-e_1
1903,equal,ADJ,xxxx,O
1903,parts,NOUN,xxxx,O
1903,by,ADP,xx,O
1903,points,NOUN,xxxx,O
1903,B,PROPN,X,B-e_1
1903,and,CCONJ,xxx,O
1903,C,PROPN,X,B-e_1
1903,",",PUNCT,",",O
1903,which,ADJ,xxxx,O
1903,of,ADP,xx,O
1903,the,DET,xxx,O
1903,following,VERB,xxxx,O
1903,is,VERB,xx,O
1903,a,DET,x,O
1903,possible,ADJ,xxxx,O
1903,coordinate,NOUN,xxxx,O
1903,for,ADP,xxx,O
1903,point,NOUN,xxxx,O
1903,C,NOUN,X,B-e_1
1903,?,PUNCT,?,O
1904,In,ADP,Xx,O
1904,a,DET,x,O
1904,standard,ADJ,xxxx,O
1904,coordinate,NOUN,xxxx,O
1904,plane,NOUN,xxxx,O
1904,",",PUNCT,",",O
1904,if,ADP,xx,O
1904,Q,PROPN,X,B-e_1
1904,is,VERB,xx,O
1904,the,DET,xxx,O
1904,point,NOUN,xxxx,O
1904,(,PUNCT,(,B-e_1
1904,"1,5",NUM,"d,d",I-e_1
1904,),PUNCT,),I-e_1
1904,",",PUNCT,",",O
1904,R,NOUN,X,B-e_1
1904,is,VERB,xx,O
1904,the,DET,xxx,O
1904,point,NOUN,xxxx,O
1904,(,PUNCT,(,B-e_1
1904,"1,1",NUM,"d,d",I-e_1
1904,),PUNCT,),I-e_1
1904,",",PUNCT,",",O
1904,and,CCONJ,xxx,O
1904,S,PROPN,X,B-e_1
1904,is,VERB,xx,O
1904,the,DET,xxx,O
1904,point,NOUN,xxxx,O
1904,(,PUNCT,(,B-e_1
1904,"4,1",NUM,"d,d",I-e_1
1904,),PUNCT,),I-e_1
1904,",",PUNCT,",",O
1904,what,NOUN,xxxx,O
1904,is,VERB,xx,O
1904,the,DET,xxx,O
1904,length,NOUN,xxxx,O
1904,of,ADP,xx,O
1904,QS,NOUN,XX,B-e_1
1904,?,PUNCT,?,O
1905,For,ADP,Xxx,O
1905,how,ADV,xxx,O
1905,many,ADJ,xxxx,O
1905,integers,NOUN,xxxx,O
1905,between,ADP,xxxx,O
1905,10,NUM,dd,B-e_1
1905,and,CCONJ,xxx,O
1905,100,NUM,ddd,B-e_1
1905,is,VERB,xx,O
1905,the,DET,xxx,O
1905,tens,NOUN,xxxx,O
1905,digit,VERB,xxxx,O
1905,equal,ADJ,xxxx,O
1905,to,ADP,xx,O
1905,5,NUM,d,B-e_1
1905,",",PUNCT,",",O
1905,6,NUM,d,B-e_1
1905,",",PUNCT,",",O
1905,or,CCONJ,xx,O
1905,7,NUM,d,B-e_1
1905,and,CCONJ,xxx,O
1905,the,DET,xxx,O
1905,units,NOUN,xxxx,O
1905,digit,NOUN,xxxx,O
1905,(,PUNCT,(,O
1905,ones,NOUN,xxxx,O
1905,digit,NOUN,xxxx,O
1905,),PUNCT,),O
1905,equal,ADJ,xxxx,O
1905,to,ADP,xx,O
1905,2,NUM,d,B-e_1
1905,",",PUNCT,",",O
1905,3,NUM,d,B-e_1
1905,",",PUNCT,",",O
1905,or,CCONJ,xx,O
1905,4,NUM,d,B-e_1
1905,?,PUNCT,?,O
1906,The,DET,Xxx,O
1906,Tyler,PROPN,Xxxxx,O
1906,Jackson,PROPN,Xxxxx,O
1906,Dance,PROPN,Xxxxx,O
1906,Company,PROPN,Xxxxx,O
1906,plans,VERB,xxxx,O
1906,to,PART,xx,O
1906,perform,VERB,xxxx,O
1906,a,DET,x,O
1906,piece,NOUN,xxxx,O
1906,that,ADJ,xxxx,O
1906,requires,VERB,xxxx,O
1906,two,NUM,xxx,O
1906,dancers,NOUN,xxxx,O
1906,.,PUNCT,.,O
1906,If,ADP,Xx,O
1906,there,ADV,xxxx,O
1906,are,VERB,xxx,O
1906,7,NUM,d,B-e_1
1906,dancers,NOUN,xxxx,O
1906,in,ADP,xx,O
1906,the,DET,xxx,O
1906,company,NOUN,xxxx,O
1906,",",PUNCT,",",O
1906,how,ADV,xxx,O
1906,many,ADJ,xxxx,O
1906,different,ADJ,xxxx,O
1906,pairs,NOUN,xxxx,O
1906,of,ADP,xx,O
1906,dancers,NOUN,xxxx,O
1906,could,VERB,xxxx,O
1906,perform,VERB,xxxx,O
1906,the,DET,xxx,O
1906,piece,NOUN,xxxx,O
1906,?,PUNCT,?,O
1907,What,NOUN,Xxxx,O
1907,is,VERB,xx,O
1907,the,DET,xxx,O
1907,area,NOUN,xxxx,O
1907,of,ADP,xx,O
1907,a,DET,x,O
1907,right,ADJ,xxxx,O
1907,triangle,NOUN,xxxx,O
1907,whose,ADJ,xxxx,O
1907,hypotenuse,NOUN,xxxx,O
1907,is,VERB,xx,O
1907,25,NUM,dd,B-e_1
1907,and,CCONJ,xxx,O
1907,one,NUM,xxx,O
1907,of,ADP,xx,O
1907,whose,ADJ,xxxx,O
1907,legs,NOUN,xxxx,O
1907,is,VERB,xx,O
1907,15,NUM,dd,B-e_1
1907,?,PUNCT,?,O
1908,If,ADP,Xx,O
1908,a,DET,x,B-e_1
1908,",",PUNCT,",",O
1908,b,NOUN,x,B-e_1
1908,",",PUNCT,",",O
1908,and,CCONJ,xxx,O
1908,x,PUNCT,x,B-e_1
1908,are,VERB,xxx,O
1908,positive,ADJ,xxxx,O
1908,integers,NOUN,xxxx,O
1908,and,CCONJ,xxx,O
1908,△,NOUN,△,B-e_1
1908,(,PUNCT,(,I-e_1
1908,a,DET,x,I-e_1
1908,",",PUNCT,",",I-e_1
1908,x,NOUN,x,I-e_1
1908,",",PUNCT,",",I-e_1
1908,b,PUNCT,x,I-e_1
1908,),PUNCT,),I-e_1
1908,is,VERB,xx,O
1908,defined,VERB,xxxx,O
1908,as,ADP,xx,O
1908,the,DET,xxx,O
1908,number,NOUN,xxxx,O
1908,of,ADP,xx,O
1908,possible,ADJ,xxxx,O
1908,different,ADJ,xxxx,O
1908,triangles,NOUN,xxxx,O
1908,with,ADP,xxxx,O
1908,sides,NOUN,xxxx,O
1908,of,ADP,xx,O
1908,lengths,NOUN,xxxx,O
1908,a,DET,x,B-e_1
1908,",",PUNCT,",",O
1908,b,NOUN,x,B-e_1
1908,",",PUNCT,",",O
1908,and,CCONJ,xxx,O
1908,x,PUNCT,x,B-e_1
1908,",",PUNCT,",",O
1908,what,NOUN,xxxx,O
1908,is,VERB,xx,O
1908,the,DET,xxx,O
1908,value,NOUN,xxxx,O
1908,of,ADP,xx,O
1908,△,NOUN,△,B-e_1
1908,(,PUNCT,(,I-e_1
1908,"2,x,7",NUM,"d,x,d",I-e_1
1908,),PUNCT,),I-e_1
1908,?,PUNCT,?,O
1909,If,ADP,Xx,O
1909,S,PROPN,X,O
1909,is,VERB,xx,O
1909,the,DET,xxx,O
1909,set,NOUN,xxx,O
1909,of,ADP,xx,O
1909,all,DET,xxx,O
1909,numbers,NOUN,xxxx,O
1909,between,ADP,xxxx,O
1909,-3.5,PUNCT,-d.d,B-e_1
1909,and,CCONJ,xxx,O
1909,3.5,NUM,d.d,B-e_1
1909,",",PUNCT,",",O
1909,inclusive,ADJ,xxxx,O
1909,",",PUNCT,",",O
1909,T,PROPN,X,B-e_1
1909,is,VERB,xx,O
1909,the,DET,xxx,O
1909,set,NOUN,xxx,O
1909,of,ADP,xx,O
1909,all,DET,xxx,O
1909,prime,ADJ,xxxx,O
1909,numbers,NOUN,xxxx,O
1909,",",PUNCT,",",O
1909,and,CCONJ,xxx,O
1909,U,NOUN,X,B-e_1
1909,is,VERB,xx,O
1909,the,DET,xxx,O
1909,set,NOUN,xxx,O
1909,of,ADP,xx,O
1909,all,DET,xxx,O
1909,positive,ADJ,xxxx,O
1909,integers,NOUN,xxxx,O
1909,",",PUNCT,",",O
1909,then,ADV,xxxx,O
1909,the,DET,xxx,O
1909,intersection,NOUN,xxxx,O
1909,of,ADP,xx,O
1909,S,PROPN,X,B-e_1
1909,",",PUNCT,",",O
1909,T,PROPN,X,B-e_1
1909,",",PUNCT,",",O
1909,and,CCONJ,xxx,O
1909,U,PRON,X,B-e_1
1909,contains,VERB,xxxx,O
1909,how,ADV,xxx,O
1909,many,ADJ,xxxx,O
1909,elements,NOUN,xxxx,O
1909,?,PUNCT,?,O
1910,How,ADV,Xxx,O
1910,many,ADJ,xxxx,O
1910,different,ADJ,xxxx,O
1910,positive,ADJ,xxxx,O
1910,two,NUM,xxx,O
1910,-,PUNCT,-,O
1910,digit,NOUN,xxxx,O
1910,integers,NOUN,xxxx,O
1910,are,VERB,xxx,O
1910,there,ADV,xxxx,O
1910,such,ADJ,xxxx,O
1910,that,ADP,xxxx,O
1910,the,DET,xxx,O
1910,tens,NOUN,xxxx,O
1910,digit,VERB,xxxx,O
1910,is,VERB,xx,O
1910,greater,ADJ,xxxx,O
1910,than,ADP,xxxx,O
1910,5,NUM,d,B-e_1
1910,and,CCONJ,xxx,O
1910,the,DET,xxx,O
1910,units,NOUN,xxxx,O
1910,digit,NOUN,xxxx,O
1910,is,VERB,xx,O
1910,odd,ADJ,xxx,O
1910,?,PUNCT,?,O
1911,A,DET,X,O
1911,factory,NOUN,xxxx,O
1911,can,VERB,xxx,O
1911,produce,VERB,xxxx,O
1911,1,NUM,d,B-e_1
1911,gizmo,NOUN,xxxx,O
1911,every,DET,xxxx,O
1911,333,NUM,ddd,B-e_1
1911,seconds,NOUN,xxxx,O
